	Education	Income	Customer_For	Age	AmountSpent	Children	Family_Size	Is_Parent	TotalAcceptedCmp	NumTotalPurchases	Clusters
0	0.943111952125327	0.3146508552517786	1.527183152970035	1.017188722770664	1.6793233848491784	-1.2665893607287029	-1.7590121414793498	-1.5846597416528527	0.6149198476170938	1.3281608105103624	0
1	0.943111952125327	-0.2548774089190437	-1.1886287332008447	1.2735300462926245	-0.9638974837036766	1.4034197601190883	0.4485130559947344	0.6310502966125502	-0.5038080929734109	-1.167390032936363	3
2	0.943111952125327	0.9653540398966683	-0.20599861438629	0.3336118600454359	0.2812424097215362	-1.2665893607287029	-0.6552495427423077	-1.5846597416528527	-0.5038080929734109	0.8027816855742097	0
3	0.943111952125327	-1.2060871551999373	-1.0602448985818576	-1.2898831889269806	-0.9206750040921204	0.0684151996951927	0.4485130559947344	0.6310502966125502	-0.5038080929734109	-0.9047004704682864	1
4	-1.0603195068692262	0.3221357527374898	-0.9516124231350224	-1.03354186540502	-0.3072482742204201	0.0684151996951927	0.4485130559947344	0.6310502966125502	-0.5038080929734109	0.5400921231061334	2
5	-1.0603195068692262	0.525918122993626	-0.2998175704540113	0.1627176443641289	0.1814982260025605	0.0684151996951927	0.4485130559947344	0.6310502966125502	-0.5038080929734109	0.9341264668082478	2
6	0.943111952125327	0.1937818332728428	1.1815343674573775	-0.179070786998485	-0.0279645598072883	0.0684151996951927	-0.6552495427423077	0.6310502966125502	-0.5038080929734109	0.8027816855742097	2
7	-1.0603195068692262	-0.8773311417630237	0.3124745638826961	-1.375330296767634	-0.7278362489021009	0.0684151996951927	0.4485130559947344	0.6310502966125502	-0.5038080929734109	-0.6420109080002101	1
8	-1.0603195068692262	-1.0271739604608414	0.1692772098845952	-0.4354121105204455	-0.9323118255260008	0.0684151996951927	0.4485130559947344	0.6310502966125502	0.6149198476170938	-1.167390032936363	1
9	-1.0603195068692262	-2.2200734610384085	-1.2133179321660346	1.6153184776552385	-0.927324616340052	1.4034197601190883	1.5522756547317766	0.6310502966125502	0.6149198476170938	-1.6927691578725157	3
10	0.943111952125327	-2.13064100849946	1.1815343674573775	-0.6063063262017525	-0.907375779596257	-1.2665893607287029	-0.6552495427423077	-1.5846597416528527	-0.5038080929734109	-1.167390032936363	1
11	0.943111952125327	0.5510287468166569	-0.6306528365875548	0.846294507089357	0.8231858079279706	-1.2665893607287029	-1.7590121414793498	-1.5846597416528527	-0.5038080929734109	0.1460577794040188	0
12	-1.0603195068692262	0.3733710832687126	-0.6306528365875548	1.4444242619739316	-0.493437417162508	1.4034197601190883	0.4485130559947344	0.6310502966125502	-0.5038080929734109	0.0147129981699807	3
13	0.943111952125327	-1.656291666550164	1.3494209204206684	-1.546224512448941	-0.9323118255260008	-1.2665893607287029	-0.6552495427423077	-1.5846597416528527	-0.5038080929734109	-1.298734814170401	1
14	-1.0603195068692262	1.5055704797202218	1.12721812973396	1.9571069090178528	1.1772776601303343	-1.2665893607287029	-1.7590121414793498	-1.5846597416528527	2.852375728798103	1.4595055917444004	0
15	0.943111952125327	-0.4718911463434693	0.9790829359428213	-0.9480947575643666	-0.8491916724268546	1.4034197601190883	1.5522756547317766	0.6310502966125502	-0.5038080929734109	-0.7733556892342482	3
16	0.943111952125327	-0.6693958606438478	1.546934512142187	1.9571069090178528	-0.4818005957286275	-1.2665893607287029	-0.6552495427423077	-1.5846597416528527	-0.5038080929734109	-0.2479765642980956	0
17	-1.0603195068692262	1.2252489964650393	0.5149259953972526	1.700765585495892	1.9536198900763613	0.0684151996951927	0.4485130559947344	0.6310502966125502	0.6149198476170938	1.4595055917444004	2
18	-1.0603195068692262	-0.8600434430540909	1.2309127653877572	-1.375330296767634	-0.7876827591334863	0.0684151996951927	-0.6552495427423077	0.6310502966125502	-0.5038080929734109	-0.9047004704682864	1
19	0.943111952125327	-0.7041644167065061	1.6605048273820602	-1.1189889732456737	-0.4834629987906105	-1.2665893607287029	-0.6552495427423077	-1.5846597416528527	-0.5038080929734109	-0.3793213455321338	1
